"","County_cd","Loc_cd","County_name","Chemical_name","Concentration..ppb.","Level_of_quantification..ppb.","Method_detection_level..ppb.","Sample_date","Latitude","Longitude","Site_code","Site_name","Sample_type","Study_cd","Study_description","Study_weblink","Data.source","Agency","Record_id"
"698180","31",26,"Placer","bifenthrin",0.0162,0.001,0.00091,"2014-10-31",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484123
"698230","31",30,"Placer","bifenthrin",0.0346,0.001,0.00091,"2015-02-06",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484131
"698268","31",29,"Placer","bifenthrin",0.0538,0.001,0.00091,"2014-10-31",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484128
"698567","31",31,"Placer","bifenthrin",0.158,0.001,0.00091,"2014-10-31",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484132
"701134","31",27,"Placer","bifenthrin",0.0235,0.005,0.00176,"2009-08-28",38.79908,-121.34698,"31_27","Storm Drain at Crocker Ranch Road - drains to Pleasant Grove Crk (DPR Site ID:PGC030)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353528
"701294","31",26,"Placer","bifenthrin",0.0077,0.001,0.00091,"2015-11-02",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005806
"701321","31",30,"Placer","bifenthrin",0.0108,0.001,0.00091,"2015-08-03",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005620
"701334","31",27,"Placer","bifenthrin",0.0406,0.005,0.00176,"2010-04-04",38.79908,-121.34698,"31_27","Storm Drain at Crocker Ranch Road - drains to Pleasant Grove Crk (DPR Site ID:PGC030)","Single whole water sample",260,"DPR study 264 Urban pesticide monitoring in northern California Oct 2009 - May 2010","http://cdpr.ca.gov/docs/emon/surfwtr/protocols/study264protocol.pdf","DPR","California Department Of Pesticide Regulation",428805
"701743","31",29,"Placer","bifenthrin",0.0257,0.005,0.00176,"2009-04-13",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353525
"701909","31",29,"Placer","bifenthrin",0.0203,0.005,0.00176,"2009-05-01",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353531
"702036","31",29,"Placer","bifenthrin",0.0261,0.001,0.00091,"2014-02-26",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471566
"702959","31",26,"Placer","bifenthrin",0,0.005,0.00176,"2010-10-24",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",261,"DPR study 269 Further Characterization Of A Sacramento, California Area Urban Neighborhood July 2010 ? July 2011","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_2.pdf","DPR","California Department Of Pesticide Regulation",430299
"703155","31",30,"Placer","bifenthrin",0.0388,0.001,0.00091,"2013-06-04",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482980
"703224","31",45,"Placer","bifenthrin",0.0027,0.0020833,0.0017708,"2014-03-17",38.75806,-121.35892,"31_45","Curry Creek outfall from neighborhood","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472089
"703339","31",31,"Placer","bifenthrin",0.0096,0.001,0.00091,"2013-08-06",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475726
"703402","31",31,"Placer","bifenthrin",0.0675,0.002,0.00091,"2011-10-05",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482765
"703418","31",26,"Placer","bifenthrin",0.0012,0.001,0.00091,"2013-06-04",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475116
"703980","31",29,"Placer","bifenthrin",0.0317,0.005,0.00176,"2010-10-24",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",261,"DPR study 269 Further Characterization Of A Sacramento, California Area Urban Neighborhood July 2010 ? July 2011","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_2.pdf","DPR","California Department Of Pesticide Regulation",429578
"704065","31",36,"Placer","bifenthrin",0.0028,0.001,0.00091,"2017-03-21",38.79477,-121.37251,"31_36","Pleasant Grove Creek downstream receiving site(DPR site id: PGC058)","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2087368
"704244","31",29,"Placer","bifenthrin",0.0046,0.001,0.00091,"2016-08-01",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2086178
"705079","31",26,"Placer","bifenthrin",0.01,0.001,0.00091,"2014-02-26",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476437
"705111","31",36,"Placer","bifenthrin",0.0047,0.002,0.00091,"2011-10-05",38.79477,-121.37251,"31_36","Pleasant Grove Creek downstream receiving site(DPR site id: PGC058)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482807
"705123","31",41,"Placer","bifenthrin",0.0427,0.001,0.00091,"2013-02-19",38.80248,-121.3386,"31_41","Conflunc of two Storm Drain outlfows at Opal and Pksde Wy, left side of strm (DPR site id: PGC019)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471520
"706553","31",31,"Placer","bifenthrin",0.0211,0.001,0.00091,"2017-03-21",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2087329
"706563","31",26,"Placer","bifenthrin",0.0087,0.001,0.00091,"2017-03-21",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2087249
"706616","31",30,"Placer","bifenthrin",0.0255,0.001,0.00091,"2017-06-05",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2086347
"706981","31",26,"Placer","bifenthrin",0.0144,0.001,0.00091,"2016-10-14",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2086909
"707035","31",30,"Placer","bifenthrin",0.0219,0.001,0.00091,"2017-03-20",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",660,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2016-2017","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_2016_17.pdf","DPR","California Department Of Pesticide Regulation",2087209
"707967","31",29,"Placer","bifenthrin",0.0276,0.002,0.00091,"2011-08-01",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476240
"709425","31",31,"Placer","bifenthrin",0.0245,0.002,0.00091,"2011-08-01",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476282
"710612","31",40,"Placer","bifenthrin",0.031,0.002,0.00091,"2012-01-20",38.80398,-121.32869,"31_40","TribuStrm at Dr.PaulJ.DugnPk on Diamd Wods Cir nr influx to PlsntGrvCrk (DPR site id: PGC015)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",474991
"710806","31",29,"Placer","bifenthrin",0.0174,0.001,0.00091,"2016-02-17",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005942
"710854","31",30,"Placer","bifenthrin",0.0161,0.001,0.00091,"2016-02-17",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005973
"710896","31",30,"Placer","bifenthrin",0.105,0.001,0.00091,"2014-10-31",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484130
"711137","31",26,"Placer","bifenthrin",0,0.001,0.00091,"2016-06-06",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006159
"711182","31",31,"Placer","bifenthrin",0.0306,0.001,0.00091,"2016-02-17",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006035
"711300","31",26,"Placer","bifenthrin",0.0114,0.005,0.00176,"2010-04-04",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",260,"DPR study 264 Urban pesticide monitoring in northern California Oct 2009 - May 2010","http://cdpr.ca.gov/docs/emon/surfwtr/protocols/study264protocol.pdf","DPR","California Department Of Pesticide Regulation",428806
"711314","31",29,"Placer","bifenthrin",0.0114,0.001,0.00091,"2016-06-06",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006004
"711788","31",29,"Placer","bifenthrin",0.0168,0.005,0.00176,"2009-08-28",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353539
"712639","31",26,"Placer","bifenthrin",0,0.001,0.00091,"2014-06-02",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472253
"712936","31",29,"Placer","bifenthrin",0.006,0.001,0.00091,"2014-06-02",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472286
"712949","31",41,"Placer","bifenthrin",0,0.0021277,0.0018085,"2014-03-17",38.80248,-121.3386,"31_41","Conflunc of two Storm Drain outlfows at Opal and Pksde Wy, left side of strm (DPR site id: PGC019)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472069
"713008","31",29,"Placer","bifenthrin",0.0327,0.001,0.00091,"2013-11-19",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475789
"713201","31",34,"Placer","bifenthrin",0.0064,0.002,0.00091,"2011-06-27",38.80143,-121.33952,"31_34","Tributary stream nr. ParksideWay & BridgesideCt.  influx to Pleasant Grv crk(DPR site id: PGC025)","Single whole water sample",261,"DPR study 269 Further Characterization Of A Sacramento, California Area Urban Neighborhood July 2010 ? July 2011","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_2.pdf","DPR","California Department Of Pesticide Regulation",429392
"713805","31",39,"Placer","bifenthrin",0,0.002,0.00091,"2011-08-01",38.73693,-121.36461,"31_39","Dry Creek at Walerga Rd near Baseline Rd and Fiddyment Rd(DPR site id: DRY100)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482620
"714310","31",29,"Placer","bifenthrin",0.019,0.001,0.00091,"2013-04-30",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471833
"714541","31",26,"Placer","bifenthrin",0,0.001,0.00091,"2012-06-19",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475051
"714982","31",36,"Placer","bifenthrin",0.0017,0.001,0.00091,"2018-02-26",38.79477,-121.37251,"31_36","Pleasant Grove Creek downstream receiving site(DPR site id: PGC058)","Single whole water sample",882,"DPR study 299: Monitoring in Urban Areas in Northern California, FY 2018-2019","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_ensminger_urban_study_fy2018-19.pdf","DPR","California Department Of Pesticide Regulation",2862139
"715013","31",31,"Placer","bifenthrin",0.0012,0.001,0.00091,"2017-08-08",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",882,"DPR study 299: Monitoring in Urban Areas in Northern California, FY 2018-2019","https://www.cdpr.ca.gov/docs/emon/pubs/protocol/study299_ensminger_urban_study_fy2018-19.pdf","DPR","California Department Of Pesticide Regulation",2862081
"715912","31",30,"Placer","bifenthrin",0.0122,0.001,0.00091,"2014-06-02",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482546
"715953","31",31,"Placer","bifenthrin",0.028,0.0021277,0.0018085,"2014-03-17",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472029
"716503","31",28,"Placer","bifenthrin",0.0192,0.005,0.00176,"2009-04-07",38.80232,-121.33855,"31_28","Confl. of 2 Storm Drain outlfows-Opal/ Parkside Way, drains to Pleasant Grove Crk (DPR Site ID:PGC020)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353536
"717075","31",40,"Placer","bifenthrin",0.0016,0.001,0.00091,"2012-06-19",38.80398,-121.32869,"31_40","TribuStrm at Dr.PaulJ.DugnPk on Diamd Wods Cir nr influx to PlsntGrvCrk (DPR site id: PGC015)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475653
"717195","31",26,"Placer","bifenthrin",0,0.001,0.00091,"2013-08-06",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475417
"717231","31",29,"Placer","bifenthrin",0.0114,0.001,0.00091,"2015-11-02",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005775
"717253","31",31,"Placer","bifenthrin",0.0499,0.001,0.00091,"2013-02-19",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471503
"717294","31",30,"Placer","bifenthrin",0.015,0.001,0.00091,"2015-11-01",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005744
"717300","31",26,"Placer","bifenthrin",0.0146,0.001,0.00091,"2013-11-20",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482306
"717464","31",30,"Placer","bifenthrin",0.0066,0.001,0.00091,"2016-06-06",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006097
"717494","31",26,"Placer","bifenthrin",0,0.0020833,0.0017708,"2014-03-17",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471969
"717815","31",31,"Placer","bifenthrin",0.18,0.001,0.00091,"2014-06-02",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482579
